,run_0,run_1,run_2,run_3,run_4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.9753906,0.0,0.0,0.0
5,0.0,0.9753906,0.0,0.0,0.97626954
6,0.0,0.9753906,0.0,0.97626954,0.97626954
7,0.97626954,0.9753906,0.0,0.97626954,0.97626954
8,0.97626954,0.9753906,0.0,0.97626954,0.97626954
9,0.97626954,0.9753906,0.9753906,0.97626954,0.97626954
