,run_0,run_1,run_2,run_3,run_4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.97626954,0.97626954,0.97626954,0.0,0.0
3,0.97626954,0.97626954,0.97626954,0.0,0.0
4,0.97626954,0.97626954,0.97626954,0.0,0.97626954
5,0.97626954,0.97626954,0.97626954,0.97626954,0.0
6,0.97626954,0.97626954,0.97626954,0.97626954,0.97626954
7,0.0,0.97626954,0.97626954,0.97626954,0.97626954
8,0.97626954,0.97626954,0.97626954,0.97626954,0.97626954
9,0.97626954,0.97626954,0.97626954,0.97626954,0.97626954
